Industries,Year,Month,Province,Sales (Millions)
Motor vehicle and parts dealers,2020,7,Ontario,521.615
Motor vehicle and parts dealers,2020,8,Ontario,349.175
Motor vehicle and parts dealers,2020,9,Ontario,271.417
Motor vehicle and parts dealers,2021,6,Ontario,482.214
Motor vehicle and parts dealers,2021,8,Ontario,340.492
Motor vehicle and parts dealers,2021,9,Ontario,274.7
Motor vehicle and parts dealers,2022,6,Ontario,370.324
Motor vehicle and parts dealers,2022,9,Ontario,290.279
Motor vehicle and parts dealers,2022,10,Ontario,227.363
Clothing and clothing accessories stores,2018,10,Ontario,164.426
Clothing and clothing accessories stores,2020,4,Ontario,52.614
Clothing and clothing accessories stores,2020,6,Ontario,160.881
Clothing and clothing accessories stores,2020,7,Ontario,157.881
Clothing and clothing accessories stores,2020,8,Ontario,176.159
Clothing and clothing accessories stores,2020,11,Ontario,159.206
Clothing and clothing accessories stores,2020,12,Ontario,167.386
Clothing and clothing accessories stores,2021,1,Ontario,47.806
Clothing and clothing accessories stores,2021,2,Ontario,60.591
Clothing and clothing accessories stores,2021,5,Ontario,75.942
Clothing and clothing accessories stores,2021,9,Ontario,165.614
Clothing and clothing accessories stores,2021,10,Ontario,151.647
Clothing and clothing accessories stores,2021,11,Ontario,173.45
Clothing and clothing accessories stores,2022,1,Ontario,80.073
Clothing and clothing accessories stores,2022,2,Ontario,87.153
Clothing and clothing accessories stores,2022,3,Ontario,134.267
Clothing and clothing accessories stores,2022,4,Ontario,151.735
Clothing and clothing accessories stores,2022,5,Ontario,188.659
Clothing and clothing accessories stores,2022,6,Ontario,184.237
Clothing and clothing accessories stores,2022,9,Ontario,188.2
Clothing and clothing accessories stores,2022,10,Ontario,161.895
Clothing and clothing accessories stores,2022,11,Ontario,214.815
Clothing and clothing accessories stores,2022,12,Ontario,250.271
Food and beverage store,2013,1,Ontario,146.701
Food and beverage store,2013,7,Ontario,186.856
Food and beverage store,2013,9,Ontario,179.435
Food and beverage store,2014,6,Ontario,199.598
Food and beverage store,2014,9,Ontario,194.57
Food and beverage store,2014,12,Ontario,290.984
Food and beverage store,2015,2,Ontario,172.935
Food and beverage store,2015,3,Ontario,213.486
Food and beverage store,2015,4,Ontario,202.742
Food and beverage store,2015,5,Ontario,220.221
Food and beverage store,2015,6,Ontario,213.755
Food and beverage store,2015,8,Ontario,209.262
Food and beverage store,2015,9,Ontario,206.67
Food and beverage store,2015,10,Ontario,228.583
Food and beverage store,2015,11,Ontario,220.376
Food and beverage store,2016,1,Ontario,163.778
Food and beverage store,2016,2,Ontario,182.261
Food and beverage store,2016,3,Ontario,212.059
Food and beverage store,2016,5,Ontario,205.785
Food and beverage store,2016,12,Ontario,319.875
Food and beverage store,2017,1,Ontario,178.554
Food and beverage store,2017,5,Ontario,243.083
Food and beverage store,2017,7,Ontario,265.638
Food and beverage store,2017,8,Ontario,256.857
Food and beverage store,2017,9,Ontario,252.869
Food and beverage store,2017,10,Ontario,263.507
Food and beverage store,2017,11,Ontario,271.436
Food and beverage store,2018,1,Ontario,208.333
Food and beverage store,2018,2,Ontario,236.843
Food and beverage store,2018,3,Ontario,307.826
Food and beverage store,2018,12,Ontario,422.641
Food and beverage store,2019,7,Ontario,297.333
Food and beverage store,2019,8,Ontario,301.152
Food and beverage store,2019,9,Ontario,274.302
Food and beverage store,2019,10,Ontario,303.436
Food and beverage store,2019,11,Ontario,306.986
Food and beverage store,2020,8,Ontario,258.446
Food and beverage store,2020,9,Ontario,240.064
Food and beverage store,2021,1,Ontario,276.562
Food and beverage store,2021,5,Ontario,312.201
Food and beverage store,2021,8,Ontario,296.636
Food and beverage store,2021,12,Ontario,394.589
Food and beverage store,2022,1,Ontario,290.332
Food and beverage store,2022,4,Ontario,311.033
Food and beverage store,2022,6,Ontario,310.845
Food and beverage store,2022,7,Ontario,300.85
Food and beverage store,2022,9,Ontario,303.185
Food and beverage store,2022,10,Ontario,307.975
Food and beverage store,2022,12,Ontario,379.216
"Sporting goods, hobby, book and music stores",2014,5,Ontario,285.199
"Sporting goods, hobby, book and music stores",2014,6,Ontario,279.822
"Sporting goods, hobby, book and music stores",2016,9,Ontario,372.347
"Sporting goods, hobby, book and music stores",2017,2,Ontario,240.349
"Sporting goods, hobby, book and music stores",2017,3,Ontario,297.123
"Sporting goods, hobby, book and music stores",2017,4,Ontario,328.739
"Sporting goods, hobby, book and music stores",2017,5,Ontario,329.757
"Sporting goods, hobby, book and music stores",2017,7,Ontario,389.993
"Sporting goods, hobby, book and music stores",2017,8,Ontario,357.74
"Sporting goods, hobby, book and music stores",2017,9,Ontario,420.778
Clothing and clothing accessories stores,2014,6,Alberta,327.144
Clothing and clothing accessories stores,2014,7,Alberta,325.094
Clothing and clothing accessories stores,2014,8,Alberta,372.729
Clothing and clothing accessories stores,2014,9,Alberta,352.179
Clothing and clothing accessories stores,2014,10,Alberta,346.903
Clothing and clothing accessories stores,2014,11,Alberta,437.442
Clothing and clothing accessories stores,2014,12,Alberta,583.16
Clothing and clothing accessories stores,2015,1,Alberta,259.462
Clothing and clothing accessories stores,2015,2,Alberta,254.521
Clothing and clothing accessories stores,2015,3,Alberta,307.555
Clothing and clothing accessories stores,2015,4,Alberta,324.801
Clothing and clothing accessories stores,2015,5,Alberta,347.908
Clothing and clothing accessories stores,2015,6,Alberta,325.339
Clothing and clothing accessories stores,2015,7,Alberta,333.828
Clothing and clothing accessories stores,2015,8,Alberta,372.107
Clothing and clothing accessories stores,2015,9,Alberta,341.803
Clothing and clothing accessories stores,2015,10,Alberta,333.139
Clothing and clothing accessories stores,2015,11,Alberta,410.805
Clothing and clothing accessories stores,2015,12,Alberta,541.182
Clothing and clothing accessories stores,2016,1,Alberta,237.356
Clothing and clothing accessories stores,2016,2,Alberta,252.475
Clothing and clothing accessories stores,2016,3,Alberta,294.925
Clothing and clothing accessories stores,2016,4,Alberta,309.709
Clothing and clothing accessories stores,2016,5,Alberta,342.027
Clothing and clothing accessories stores,2016,6,Alberta,305.728
Clothing and clothing accessories stores,2016,7,Alberta,310.01
Clothing and clothing accessories stores,2016,8,Alberta,344.517
Clothing and clothing accessories stores,2016,9,Alberta,332.979
Clothing and clothing accessories stores,2016,10,Alberta,339.977
Clothing and clothing accessories stores,2016,11,Alberta,393.374
Clothing and clothing accessories stores,2016,12,Alberta,541.601
Clothing and clothing accessories stores,2017,1,Alberta,238.194
Clothing and clothing accessories stores,2017,2,Alberta,250.812
Clothing and clothing accessories stores,2017,3,Alberta,306.96
Clothing and clothing accessories stores,2017,4,Alberta,319.306
Clothing and clothing accessories stores,2017,5,Alberta,342.09
Clothing and clothing accessories stores,2017,6,Alberta,336.519
Clothing and clothing accessories stores,2017,7,Alberta,326.191
Clothing and clothing accessories stores,2017,8,Alberta,380.701
Clothing and clothing accessories stores,2017,9,Alberta,368.899
Clothing and clothing accessories stores,2017,11,Alberta,425.17
Clothing and clothing accessories stores,2017,12,Alberta,516.145
Clothing and clothing accessories stores,2018,1,Alberta,240.309
Clothing and clothing accessories stores,2018,2,Alberta,241.776
Clothing and clothing accessories stores,2018,3,Alberta,317.151
Clothing and clothing accessories stores,2018,4,Alberta,322.246
Clothing and clothing accessories stores,2018,5,Alberta,377.355
Clothing and clothing accessories stores,2018,6,Alberta,352.827
Clothing and clothing accessories stores,2018,7,Alberta,347.688
Clothing and clothing accessories stores,2018,8,Alberta,403.943
Clothing and clothing accessories stores,2018,9,Alberta,377.157
Clothing and clothing accessories stores,2018,10,Alberta,347.135
Clothing and clothing accessories stores,2018,11,Alberta,448.692
Clothing and clothing accessories stores,2018,12,Alberta,560.383
Clothing and clothing accessories stores,2019,1,Alberta,255.803
Clothing and clothing accessories stores,2019,2,Alberta,253.244
Clothing and clothing accessories stores,2019,3,Alberta,341.938
Clothing and clothing accessories stores,2019,4,Alberta,327.945
Clothing and clothing accessories stores,2019,5,Alberta,367.309
Clothing and clothing accessories stores,2019,6,Alberta,370.694
Clothing and clothing accessories stores,2019,7,Alberta,350.454
Clothing and clothing accessories stores,2019,8,Alberta,411.885
Clothing and clothing accessories stores,2019,9,Alberta,355.361
Clothing and clothing accessories stores,2019,11,Alberta,438.413
Clothing and clothing accessories stores,2019,12,Alberta,569.093
Clothing and clothing accessories stores,2020,1,Alberta,260.993
Clothing and clothing accessories stores,2020,2,Alberta,270.337
Clothing and clothing accessories stores,2020,3,Alberta,147.552
Clothing and clothing accessories stores,2020,6,Alberta,311.922
Clothing and clothing accessories stores,2020,7,Alberta,307.52
Clothing and clothing accessories stores,2020,8,Alberta,332.549
Clothing and clothing accessories stores,2020,9,Alberta,329.009
Clothing and clothing accessories stores,2020,11,Alberta,381.853
Clothing and clothing accessories stores,2020,12,Alberta,429.286
Clothing and clothing accessories stores,2021,1,Alberta,211.166
Clothing and clothing accessories stores,2021,2,Alberta,222.789
Clothing and clothing accessories stores,2021,3,Alberta,283.782
Clothing and clothing accessories stores,2021,4,Alberta,272.702
Clothing and clothing accessories stores,2021,5,Alberta,275.446
Clothing and clothing accessories stores,2021,6,Alberta,360.883
Clothing and clothing accessories stores,2021,7,Alberta,363.396
Clothing and clothing accessories stores,2021,8,Alberta,420.263
Clothing and clothing accessories stores,2021,9,Alberta,345.536
Clothing and clothing accessories stores,2021,11,Alberta,458.071
Clothing and clothing accessories stores,2021,12,Alberta,550.22
Clothing and clothing accessories stores,2022,1,Alberta,243.753
Clothing and clothing accessories stores,2022,2,Alberta,258.349
Clothing and clothing accessories stores,2022,3,Alberta,332.956
Clothing and clothing accessories stores,2022,5,Alberta,379.637
Clothing and clothing accessories stores,2022,6,Alberta,384.835
Clothing and clothing accessories stores,2022,7,Alberta,390.357
Clothing and clothing accessories stores,2022,9,Alberta,395.517
Clothing and clothing accessories stores,2022,10,Alberta,397.991
Clothing and clothing accessories stores,2022,11,Alberta,499.674
Clothing and clothing accessories stores,2013,1,Alberta,197.855
Clothing and clothing accessories stores,2013,2,Alberta,195.561
Clothing and clothing accessories stores,2013,3,Alberta,234.01
Clothing and clothing accessories stores,2013,4,Alberta,231.456
Clothing and clothing accessories stores,2013,5,Alberta,263.447
Clothing and clothing accessories stores,2013,6,Alberta,236.626
Clothing and clothing accessories stores,2013,7,Alberta,237.813
Clothing and clothing accessories stores,2013,8,Alberta,278.705
Clothing and clothing accessories stores,2013,9,Alberta,268.36
Clothing and clothing accessories stores,2013,10,Alberta,285.006
Clothing and clothing accessories stores,2013,11,Alberta,339.634
Clothing and clothing accessories stores,2013,12,Alberta,412.37
Clothing and clothing accessories stores,2014,1,Alberta,204.011
Clothing and clothing accessories stores,2014,2,Alberta,195.572
Clothing and clothing accessories stores,2014,3,Alberta,234.998
Clothing and clothing accessories stores,2014,4,Alberta,249.64
Clothing and clothing accessories stores,2014,5,Alberta,274.758
Clothing and clothing accessories stores,2014,6,Alberta,259.696
Clothing and clothing accessories stores,2014,7,Alberta,259.339
Clothing and clothing accessories stores,2014,8,Alberta,297.434
Clothing and clothing accessories stores,2014,9,Alberta,284.355
Clothing and clothing accessories stores,2014,10,Alberta,279.48
Clothing and clothing accessories stores,2014,11,Alberta,355.297
Clothing and clothing accessories stores,2014,12,Alberta,433.353
Clothing and clothing accessories stores,2015,1,Alberta,210.022
Clothing and clothing accessories stores,2015,2,Alberta,198.289
Clothing and clothing accessories stores,2015,3,Alberta,243.048
Clothing and clothing accessories stores,2015,4,Alberta,255.366
Clothing and clothing accessories stores,2015,5,Alberta,273.294
Clothing and clothing accessories stores,2015,6,Alberta,260.618
Clothing and clothing accessories stores,2015,7,Alberta,263.799
Clothing and clothing accessories stores,2015,8,Alberta,294.859
Clothing and clothing accessories stores,2015,9,Alberta,271.855
Clothing and clothing accessories stores,2015,10,Alberta,266.264
Clothing and clothing accessories stores,2015,11,Alberta,330.502
Clothing and clothing accessories stores,2015,12,Alberta,411.657
